# BEISPIELDATEN PROTOTYP - KEINE ECHTEN MEDTRONIC-DATEN
# Erstellt: 2026-03-26
# Basis: Ueberschlagsweise Schaetzwerte aus Stichproben-Listen
# Felder: klinik_name, produkt_familie, produkt_modell, anzahl, stk_zyklus_jahre, naechste_stk_faellig
klinik_name,produkt_familie,produkt_modell,anzahl,stk_zyklus_jahre,naechste_stk_faellig
Universitaetsklinikum Leipzig,ACT,ACT200,2,1,2025-Q2
Universitaetsmedizin Rostock,ACT,ACT200,1,1,2025-Q4
Medizinische Hochschule Hannover,ACT,ACT200,2,1,2025-Q1
Universitaetsklinikum Halle Saale,ACT,ACT200,1,1,2025-Q3
Uniklinikum Carl Gustav Carus Dresden,ACT,ACT200,1,1,2025-Q2
Klinikum Nürnberg,ACT,ACT200,2,1,2025-Q4
Staedtisches Klinikum Karlsruhe,ACT,ACT200,2,1,2025-Q1
Westpfalz-Klinikum Kaiserslautern,ACT,ACT200,1,1,2025-Q2
# Ablation HF (CAGEN1 - ca. 80 gesamt)
Universitaetsklinikum Hamburg-Eppendorf,Ablation_HF,CAGEN1,3,1,2025-Q2
Charité Berlin,Ablation_HF,CAGEN1,4,1,2025-Q1
Universitaetsklinikum Freiburg,Ablation_HF,CAGEN1,3,1,2025-Q3
Universitaetsklinikum Frankfurt,Ablation_HF,CAGEN1,3,1,2025-Q2
Universitaetsklinikum Koeln,Ablation_HF,CAGEN1,3,1,2025-Q4
Universitaetsklinikum Muenster,Ablation_HF,CAGEN1,2,1,2025-Q1
Klinikum LMU Muenchen,Ablation_HF,CAGEN1,3,1,2025-Q3
Universitaetsklinikum Duesseldorf,Ablation_HF,CAGEN1,3,1,2025-Q2
Universitaetsklinikum Bonn,Ablation_HF,CAGEN1,2,1,2025-Q4
Klinikum rechts der Isar Muenchen,Ablation_HF,CAGEN1,2,1,2025-Q1
Universitaetsklinikum Heidelberg,Ablation_HF,CAGEN1,3,1,2025-Q3
Universitaetsklinikum Erlangen,Ablation_HF,CAGEN1,2,1,2025-Q2
Klinikum Dortmund,Ablation_HF,CAGEN1,2,1,2025-Q4
SLK Kliniken Heilbronn,Ablation_HF,CAGEN1,2,1,2025-Q1
Klinikum der Stadt Ludwigshafen,Ablation_HF,CAGEN1,2,1,2025-Q3
Universitaetsklinikum Tuebingen,Ablation_HF,CAGEN1,2,1,2025-Q2
Universitaetsklinikum Aachen,Ablation_HF,CAGEN1,2,1,2025-Q4
Universitaetsklinikum Essen,Ablation_HF,CAGEN1,2,1,2025-Q1
Universitaetsklinikum Leipzig,Ablation_HF,CAGEN1,2,1,2025-Q3
Medizinische Hochschule Hannover,Ablation_HF,CAGEN1,2,1,2025-Q2
Universitaetsklinikum Wuerzburg,Ablation_HF,CAGEN1,2,1,2025-Q4
Klinikum Bayreuth,Ablation_HF,CAGEN1,1,1,2025-Q1
Klinikum Kassel,Ablation_HF,CAGEN1,1,1,2025-Q3
Klinikum Braunschweig,Ablation_HF,CAGEN1,1,1,2025-Q2
# Ablation RF (RFAGEN - ca. 60 gesamt)
Charité Berlin,Ablation_RF,RFAGEN,4,1,2025-Q1
Universitaetsklinikum Hamburg-Eppendorf,Ablation_RF,RFAGEN,3,1,2025-Q3
Universitaetsklinikum Freiburg,Ablation_RF,RFAGEN,3,1,2025-Q2
Universitaetsklinikum Frankfurt,Ablation_RF,RFAGEN,3,1,2025-Q4
Universitaetsklinikum Koeln,Ablation_RF,RFAGEN,3,1,2025-Q1
Klinikum LMU Muenchen,Ablation_RF,RFAGEN,3,1,2025-Q3
Universitaetsklinikum Duesseldorf,Ablation_RF,RFAGEN,3,1,2025-Q2
Universitaetsklinikum Heidelberg,Ablation_RF,RFAGEN,2,1,2025-Q4
Universitaetsklinikum Bonn,Ablation_RF,RFAGEN,2,1,2025-Q1
Universitaetsklinikum Erlangen,Ablation_RF,RFAGEN,2,1,2025-Q3
Universitaetsklinikum Muenster,Ablation_RF,RFAGEN,2,1,2025-Q2
Universitaetsklinikum Tuebingen,Ablation_RF,RFAGEN,2,1,2025-Q4
Klinikum Dortmund,Ablation_RF,RFAGEN,2,1,2025-Q1
Klinikum der Stadt Ludwigshafen,Ablation_RF,RFAGEN,2,1,2025-Q3
Universitaetsklinikum Essen,Ablation_RF,RFAGEN,2,1,2025-Q2
Medizinische Hochschule Hannover,Ablation_RF,RFAGEN,2,1,2025-Q4
Universitaetsklinikum Leipzig,Ablation_RF,RFAGEN,2,1,2025-Q1
# Gastro Manometrie (MANOSCAN - ca. 40 gesamt, nur Unikliniken)
Universitaetsklinikum Hamburg-Eppendorf,Gastro_Manometrie,MANOSCAN,2,1,2025-Q2
Universitaetsklinikum Freiburg,Gastro_Manometrie,MANOSCAN,2,1,2025-Q1
Universitaetsklinikum Erlangen,Gastro_Manometrie,MANOSCAN,2,1,2025-Q3
Universitaetsklinikum Koeln,Gastro_Manometrie,MANOSCAN,2,1,2025-Q2
Universitaetsklinikum Tuebingen,Gastro_Manometrie,MANOSCAN,2,1,2025-Q4
Universitaetsklinikum Muenster,Gastro_Manometrie,MANOSCAN,2,1,2025-Q1
Klinikum LMU Muenchen,Gastro_Manometrie,MANOSCAN,2,1,2025-Q3
Universitaetsklinikum Duesseldorf,Gastro_Manometrie,MANOSCAN,2,1,2025-Q2
Universitaetsklinikum Bonn,Gastro_Manometrie,MANOSCAN,2,1,2025-Q4
Universitaetsklinikum Wuerzburg,Gastro_Manometrie,MANOSCAN,2,1,2025-Q1
Universitaetsklinikum Aachen,Gastro_Manometrie,MANOSCAN,2,1,2025-Q3
Universitaetsklinikum Essen,Gastro_Manometrie,MANOSCAN,2,1,2025-Q2
Medizinische Hochschule Hannover,Gastro_Manometrie,MANOSCAN,2,1,2025-Q4
Universitaetsmedizin Mainz,Gastro_Manometrie,MANOSCAN,2,1,2025-Q1
# Gastro Endoskopie ColonoscopyAI (ca. 60 gesamt)
Gastroenterologische Praxis Wuppertal,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q2
Gastroenterologische Praxis Dortmund,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q1
Gastroenterologische Praxis Hamburg,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q3
MVZ Dorfen,Gastro_Endoskopie,ColonoscopyAI,3,1,2025-Q2
CaritasKlinikum Saarbrücken,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q4
Leber Magen Darm Zentrum Muenster,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q1
Gastroenterologische Praxis Magdeburg,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q3
Krankenhaus Barmherzige Brueder Regensburg,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q2
Praxis Prof Ehehalt Heidelberg,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q4
Mare Klinikum Kiel,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q1
Dres Muelhhoefer Brey Koch,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q3
Praxis Dr Koeppe,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q2
Krankenhaus Reinbek,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q4
Gastroenterologie Ettlinger Tor Karlsruhe,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q1
Praxis Dr Schirin-Sokhan,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q3
Gastroenterologische Praxis Berlin,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q2
Gastroenterologische Praxis Muenchen,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q4
Gastroenterologische Praxis Koeln,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q1
Gastroenterologische Praxis Frankfurt,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q3
Gastroenterologische Praxis Hannover,Gastro_Endoskopie,ColonoscopyAI,2,1,2025-Q2
# Neurophysiologie (106E2 NITRON - ca. 90 gesamt)
Universitaetsklinikum Hamburg-Eppendorf,Neurophysiologie,106E2,3,1,2025-Q2
Universitaetsklinikum Freiburg,Neurophysiologie,106E2,3,1,2025-Q1
Universitaetsklinikum Heidelberg,Neurophysiologie,NITRON,2,1,2025-Q3
Universitaetsklinikum Erlangen,Neurophysiologie,106E2,2,1,2025-Q2
Klinikum LMU Muenchen,Neurophysiologie,NITRON,3,1,2025-Q4
Charité Berlin,Neurophysiologie,NITRON,4,1,2025-Q1
Universitaetsklinikum Duesseldorf,Neurophysiologie,106E2,3,1,2025-Q3
Universitaetsklinikum Tuebingen,Neurophysiologie,106E2,2,1,2025-Q2
Universitaetsklinikum Muenster,Neurophysiologie,NITRON,3,1,2025-Q4
Universitaetsklinikum Bonn,Neurophysiologie,106E2,2,1,2025-Q1
Klinikum rechts der Isar Muenchen,Neurophysiologie,NITRON,2,1,2025-Q3
Universitaetsklinikum Frankfurt,Neurophysiologie,NITRON,3,1,2025-Q2
Universitaetsklinikum Wuerzburg,Neurophysiologie,106E2,2,1,2025-Q4
Universitaetsklinikum Essen,Neurophysiologie,NITRON,2,1,2025-Q1
Medizinische Hochschule Hannover,Neurophysiologie,106E2,2,1,2025-Q3
Universitaetsklinikum Leipzig,Neurophysiologie,NITRON,2,1,2025-Q2
Universitaetsmedizin Mainz,Neurophysiologie,106E2,2,1,2025-Q4
Klinikum Dortmund,Neurophysiologie,106E2,2,1,2025-Q1
Universitaetsklinikum Regensburg,Neurophysiologie,NITRON,2,1,2025-Q3
Universitaetsklinikum Halle Saale,Neurophysiologie,106E2,2,1,2025-Q2
# HF-Chirurgie (FT10, LS10, VLFX8 - ca. 1200 gesamt, breite Verteilung)
# Ergaenzung mittlere und kleine Kliniken
Klinikum Worms,HF_Chirurgie,FT10,6,1,2025-Q1
Klinikum Worms,AEX,AEX_40-405-1,2,1,2025-Q3
Klinikum Worms,Schrittmacher_Prog,PROG_2090,4,2,2026-Q1
Klinikum Worms,Beatmung,980X1DEDRAC,4,1,2025-Q2
Klinikum Aschaffenburg Alzenau,NIM,NIM4CM01,2,1,2025-Q2
Klinikum Aschaffenburg Alzenau,NIM,NIM_Response_3.0,2,1,2025-Q1
Klinikum Aschaffenburg Alzenau,HF_Chirurgie,FT10,6,1,2025-Q3
Klinikum Aschaffenburg Alzenau,Schrittmacher_Prog,PROG_2090,2,2,2025-Q4
Evangelisches Krankenhaus Bad Duerkheim,NIM,NIM_Response_3.0,2,1,2025-Q2
Evangelisches Krankenhaus Bad Duerkheim,Schrittmacher_Prog,PROG_2090,2,2,2026-Q1
Evangelisches Krankenhaus Bad Duerkheim,HF_Chirurgie,FT10,4,1,2025-Q1
Klinikum Bamberg Sozialstiftung,HF_Chirurgie,FT10,6,1,2025-Q3
Klinikum Bamberg Sozialstiftung,Schrittmacher_Prog,PROG_2090,4,2,2025-Q2
Klinikum Bamberg Sozialstiftung,IPC,EC300_NT,2,1,2025-Q4
Katharinenhospital Stuttgart,HF_Chirurgie,FT10,12,1,2025-Q1
Katharinenhospital Stuttgart,IPC,EC300_NT,2,1,2025-Q3
Katharinenhospital Stuttgart,Schrittmacher_Prog,PROG_2090,6,2,2025-Q2
Katharinenhospital Stuttgart,NIM,NIM4CM01,2,1,2025-Q4
Katharinenhospital Stuttgart,AEX,AEX_40-405-1,2,1,2025-Q1
Klinikum Chemnitz,HF_Chirurgie,FT10,8,1,2025-Q3
Klinikum Chemnitz,IPC,EC300_NT,2,1,2025-Q2
Klinikum Chemnitz,NIM,NIM_Response_3.0,2,1,2025-Q4
Klinikum Chemnitz,Schrittmacher_Prog,PROG_2090,4,2,2026-Q1
Klinikum Chemnitz,IPC,EC300_Legend,2,1,2025-Q1
Klinikum Barnim GmbH,NIM,NIM4CM01,2,1,2025-Q2
Klinikum Barnim GmbH,NIM,NIM_Response_3.0,2,1,2025-Q1
Klinikum Barnim GmbH,HF_Chirurgie,FT10,4,1,2025-Q3
Klinikum Barnim GmbH,Schrittmacher_Prog,PROG_2090,2,2,2025-Q4
Muehlkreiskliniken Wels,NIM,NIM4CM01,2,1,2025-Q1
Muehlkreiskliniken Wels,HF_Chirurgie,FT10,4,1,2025-Q3
Suedharz-Krankenhaus Nordhausen,NIM,NIM4CM01,2,1,2025-Q2
Suedharz-Krankenhaus Nordhausen,HF_Chirurgie,LS10,4,1,2025-Q1
Suedharz-Krankenhaus Nordhausen,IPC,EC300_Legend,2,1,2025-Q3
Staedtisches Klinikum Solingen,NIM,NIM4CM01,2,1,2025-Q4
Staedtisches Klinikum Solingen,HF_Chirurgie,FT10,6,1,2025-Q2
Staedtisches Klinikum Solingen,NIM,NIM_Response_3.0,2,1,2025-Q1
Krankenhaus Salem Heidelberg,NIM,NIM4CM01,2,1,2025-Q3
Krankenhaus Salem Heidelberg,NIM,NIM_Response_3.0,2,1,2025-Q2
Krankenhaus Salem Heidelberg,HF_Chirurgie,FT10,6,1,2025-Q4
Krankenhaus Salem Heidelberg,IPC,EC300_Legend,2,1,2025-Q1
Klinikum St Georg Leipzig,NIM,NIM4CM01,2,1,2025-Q2
Klinikum St Georg Leipzig,HF_Chirurgie,FT10,6,1,2025-Q4
Klinikum St Georg Leipzig,AEX,AEX_40-405-1,2,1,2025-Q1
KRH Klinikum Nordstadt Hannover,NIM,NIM4CM01,2,1,2025-Q3
KRH Klinikum Nordstadt Hannover,HF_Chirurgie,FT10,6,1,2025-Q1
KRH Klinikum Nordstadt Hannover,Schrittmacher_Prog,PROG_2090,4,2,2025-Q2
Siloah St Trudpert Klinikum Pforzheim,NIM,NIM4CM01,2,1,2025-Q4
Siloah St Trudpert Klinikum Pforzheim,NIM,NIM_Response_3.0,2,1,2025-Q2
Siloah St Trudpert Klinikum Pforzheim,HF_Chirurgie,FT10,6,1,2025-Q1
GRN Klinik Weinheim,NIM,NIM4CM01,2,1,2025-Q2
GRN Klinik Weinheim,Schrittmacher_Prog,PROG_2090,2,2,2026-Q1
GRN Klinik Weinheim,HF_Chirurgie,FT10,4,1,2025-Q3
Neckar-Odenwald-Kliniken,NIM,NIM4CM01,2,1,2025-Q1
Neckar-Odenwald-Kliniken,HF_Chirurgie,FT10,4,1,2025-Q3
Neckar-Odenwald-Kliniken,Schrittmacher_Prog,PROG_2090,2,2,2025-Q2
Neckar-Odenwald-Kliniken,IPC,EC300_NT,2,1,2025-Q4
Klinikum Itzehoe,NIM,NIM4CM01,2,1,2025-Q1
Klinikum Itzehoe,IPC,EC300_Legend,2,1,2025-Q3
Klinikum Itzehoe,HF_Chirurgie,FT10,4,1,2025-Q2
Klinikum Itzehoe,Schrittmacher_Prog,PROG_2090,2,2,2025-Q4
Regio Klinikum Pinneberg,NIM,NIM4CM01,2,1,2025-Q2
Regio Klinikum Pinneberg,Schrittmacher_Prog,PROG_2090,2,2,2026-Q1
Regio Klinikum Pinneberg,IPC,EC300_NT,2,1,2025-Q1
Regio Klinikum Pinneberg,HF_Chirurgie,FT10,4,1,2025-Q3
KKRN Kath Klinikum Ruhrgebiet,NIM,NIM4CM01,2,1,2025-Q4
KKRN Kath Klinikum Ruhrgebiet,NIM,NIM_Response_3.0,2,1,2025-Q2
KKRN Kath Klinikum Ruhrgebiet,HF_Chirurgie,FT10,6,1,2025-Q1
KKRN Kath Klinikum Ruhrgebiet,IPC,EC300_Legend,2,1,2025-Q3
Kath Krankenhaus Hagen,NIM,NIM4CM01,3,1,2025-Q1
Kath Krankenhaus Hagen,NIM,NIM_Response_3.0,2,1,2025-Q3
Kath Krankenhaus Hagen,HF_Chirurgie,FT10,6,1,2025-Q2
Kath Krankenhaus Hagen,Schrittmacher_Prog,PROG_2090,2,2,2025-Q4
Kath Marienkrankenhaus Hamburg,NIM,NIM_Response_3.0,2,1,2025-Q2
Kath Marienkrankenhaus Hamburg,HF_Chirurgie,FT10,4,1,2025-Q1
Kath Marienkrankenhaus Hamburg,Schrittmacher_Prog,PROG_2090,2,2,2025-Q3
Evang Krankenhaus Duesseldorf,NIM,NIM4CM01,2,1,2025-Q4
Evang Krankenhaus Duesseldorf,HF_Chirurgie,FT10,4,1,2025-Q2
Evang Krankenhaus Duesseldorf,Schrittmacher_Prog,PROG_2090,2,2,2026-Q1
Klinikum Werra-Meissner,NIM,NIM4CM01,2,1,2025-Q1
Klinikum Werra-Meissner,Schrittmacher_Prog,PROG_2090,2,2,2025-Q2
Klinikum Werra-Meissner,HF_Chirurgie,FT10,4,1,2025-Q3
Klinikum Ibbenbüren,NIM,NIM4CM01,2,1,2025-Q2
Klinikum Ibbenbüren,NIM,NIM_Response_3.0,2,1,2025-Q4
Klinikum Ibbenbüren,HF_Chirurgie,FT10,4,1,2025-Q1
Klinikum Ibbenbüren,Schrittmacher_Prog,PROG_2090,2,2,2025-Q3
Universitaetsklinikum Brandenburg,AEX,AEX_40-405-1,2,1,2025-Q2
Universitaetsklinikum Brandenburg,Schrittmacher_Prog,PROG_2090,2,2,2026-Q1
Universitaetsklinikum Brandenburg,HF_Chirurgie,FT10,4,1,2025-Q4
Marien-Elisabeth-Kliniken Kassel,NIM,NIM4CM01,2,1,2025-Q1
Marien-Elisabeth-Kliniken Kassel,AEX,AEX_40-405-1,2,1,2025-Q3
Marien-Elisabeth-Kliniken Kassel,HF_Chirurgie,FT10,4,1,2025-Q2
Marien-Elisabeth-Kliniken Kassel,NIM,NIM_Response_3.0,2,1,2025-Q4
Bundeswehrkrankenhaus Ulm,NIM,NIM4CM01,2,1,2025-Q3
Bundeswehrkrankenhaus Ulm,Schrittmacher_Prog,PROG_2090,2,2,2025-Q1
Bundeswehrkrankenhaus Ulm,HF_Chirurgie,FT10,4,1,2025-Q2
Bundeswehrkrankenhaus Ulm,Beatmung,980X1DEDRAC,2,1,2025-Q4
Bundeswehrzentralkrankenhaus Koblenz,NIM,NIM4CM01,2,1,2025-Q2
Bundeswehrzentralkrankenhaus Koblenz,HF_Chirurgie,FT10,4,1,2025-Q4
Kinderkrankenhaus auf der Bult Hannover,NIM,NIM_Response_3.0,2,1,2025-Q1
Kinderkrankenhaus auf der Bult Hannover,HF_Chirurgie,FT10,4,1,2025-Q3
Landstuhl Regional Medical Center,NIM,NIM_Response_3.0,2,1,2025-Q2
Landstuhl Regional Medical Center,Schrittmacher_Prog,PROG_2090,2,2,2025-Q4
Landstuhl Regional Medical Center,HF_Chirurgie,FT10,4,1,2025-Q1
Landstuhl Regional Medical Center,IPC,EC300_NT,2,1,2025-Q3
# Weitere LS10 und VLFX8 Verteilung
Universitaetsklinikum Hamburg-Eppendorf,HF_Chirurgie,LS10,4,1,2025-Q3
Universitaetsklinikum Freiburg,HF_Chirurgie,VLFX8,3,1,2025-Q2
Universitaetsklinikum Heidelberg,HF_Chirurgie,LS10,4,1,2025-Q1
Charité Berlin,HF_Chirurgie,LS10,6,1,2025-Q4
Charité Berlin,HF_Chirurgie,VLFX8,4,1,2025-Q2
Klinikum LMU Muenchen,HF_Chirurgie,LS10,4,1,2025-Q3
Klinikum LMU Muenchen,HF_Chirurgie,VLFX8,3,1,2025-Q1
Universitaetsklinikum Koeln,HF_Chirurgie,LS10,4,1,2025-Q2
Universitaetsklinikum Koeln,HF_Chirurgie,VLFX8,3,1,2025-Q4
Universitaetsklinikum Duesseldorf,HF_Chirurgie,LS10,4,1,2025-Q1
Universitaetsklinikum Erlangen,HF_Chirurgie,LS10,3,1,2025-Q3
Universitaetsklinikum Tuebingen,HF_Chirurgie,LS10,3,1,2025-Q2
Universitaetsklinikum Muenster,HF_Chirurgie,LS10,3,1,2025-Q4
Universitaetsklinikum Bonn,HF_Chirurgie,LS10,3,1,2025-Q1
Universitaetsklinikum Frankfurt,HF_Chirurgie,LS10,4,1,2025-Q3
Universitaetsklinikum Frankfurt,HF_Chirurgie,VLFX8,3,1,2025-Q2
Universitaetsklinikum Wuerzburg,HF_Chirurgie,LS10,3,1,2025-Q4
Universitaetsklinikum Aachen,HF_Chirurgie,LS10,3,1,2025-Q1
Universitaetsklinikum Essen,HF_Chirurgie,LS10,3,1,2025-Q3
Universitaetsklinikum Leipzig,HF_Chirurgie,LS10,3,1,2025-Q2
Klinikum Dortmund,HF_Chirurgie,LS10,2,1,2025-Q4
Klinikum Dortmund,HF_Chirurgie,VLFX8,2,1,2025-Q1
# ============================================================
# ALLGÄU / WEST-BAYERN (Kliniken für Gebietsoptimierung T10/T7)
# ============================================================
Klinikum Kempten,Beatmung,980X1DEDRAC,18,1,2025-Q3
Klinikum Kempten,HF_Chirurgie,FT10,10,1,2025-Q4
Klinikum Kempten,NIM,NIM_Response_3.0,4,1,2026-Q1
Klinikum Kempten,IPC,EC300_Legend,3,1,2025-Q2
Klinikum Kempten,Schrittmacher_Prog,PROG_2090,4,2,2026-Q1
Kreiskliniken Oberallgaeu Immenstadt,Beatmung,980X1DEDRAC,10,1,2025-Q4
Kreiskliniken Oberallgaeu Immenstadt,HF_Chirurgie,FT10,6,1,2026-Q1
Kreiskliniken Oberallgaeu Immenstadt,NIM,NIM_Vital,3,1,2025-Q3
Kreisklinik Kaufbeuren,Beatmung,980X1DEDRAC,12,1,2025-Q2
Kreisklinik Kaufbeuren,HF_Chirurgie,FT10,8,1,2025-Q4
Kreisklinik Kaufbeuren,NIM,NIM_Response_3.0,3,1,2026-Q2
Kreisklinik Kaufbeuren,Schrittmacher_Prog,PROG_2090,6,2,2026-Q1
Klinikum Memmingen,Beatmung,980X1DEDRAC,14,1,2025-Q3
Klinikum Memmingen,HF_Chirurgie,FT10,8,1,2025-Q1
Klinikum Memmingen,NIM,NIM_Response_3.0,4,1,2026-Q1
Klinikum Memmingen,IPC,EC300_Legend,3,1,2025-Q4
Klinikum Lindau,Beatmung,980X1DEDRAC,8,1,2025-Q4
Klinikum Lindau,HF_Chirurgie,FT10,4,1,2026-Q2
Klinikum Lindau,NIM,NIM_Vital,2,1,2025-Q3
Klinikum Friedrichshafen,Beatmung,980X1DEDRAC,12,1,2025-Q3
Klinikum Friedrichshafen,HF_Chirurgie,FT10,8,1,2025-Q1
Klinikum Friedrichshafen,NIM,NIM_Response_3.0,4,1,2026-Q1
Klinikum Friedrichshafen,IPC,EC300_Legend,2,1,2025-Q4
Asklepios Klinik Altona,Beatmung,980X1DEDRAC,6,1,2025-Q3
Asklepios Klinik Altona,HF_Chirurgie,FT10,4,1,2025-Q2
Asklepios Klinik Altona,NIM,NIM4CM01,3,1,2025-Q4
Asklepios Klinik Altona,Schrittmacher_Prog,PROG_2090,4,2,2026-Q1
Asklepios Klinik Altona,IPC,EC300_Legend,2,1,2025-Q1
Klinikum Flensburg,Beatmung,980X1DEDRAC,4,1,2025-Q2
Klinikum Flensburg,HF_Chirurgie,FT10,6,1,2025-Q3
Klinikum Flensburg,NIM,NIM_Response_3.0,3,1,2025-Q4
Klinikum Flensburg,Schrittmacher_Prog,PROG_2090,4,2,2026-Q1
Klinikum Flensburg,IPC,EC300_Legend,2,1,2025-Q1
